,観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),26日の最高気温(℃),26日の最高気温の品質情報,26日の最高気温起時（時）,26日の最高気温起時（分）,26日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（25日まで）,今年の最高気温（25日まで）の品質情報,今年の最高気温（25日まで）を観測した起日（年）,今年の最高気温（25日まで）を観測した起日（月）,今年の最高気温（25日まで）を観測した起日（日）,25日までの観測史上1位の値（℃）,25日までの観測史上1位の値の品質情報,25日までの観測史上1位の値を観測した起日（年）,25日までの観測史上1位の値を観測した起日（月）,25日までの観測史上1位の値を観測した起日（日）,25日までの11月の1位の値,25日までの11月の1位の値の品質情報,25日までの11月の1位の値の起日（年）,25日までの11月の1位の値の起日（月）,25日までの11月の1位の値の起日（日）,統計開始年,date
229,33176,岩手県,奥中山（オクナカヤマ）,,2023,11,26,7,0,-0.7,4,2.0,33.0,4.0,,,,,,,0.0,32.6,5,2023,8,5,33.5,8,2018,8,23,20.4,8,2023,11,3,1977,2023-11-26
230,33186,岩手県,葛巻（クズマキ）,,2023,11,26,7,0,-0.3,4,6.0,42.0,4.0,,,,,,,0.0,33.1,5,2023,8,6,34.7,8,2007,8,12,21.8,8,2020,11,19,1976,2023-11-26
231,33206,岩手県,普代（フダイ）,,2023,11,26,7,0,1.6,4,2.0,54.0,4.0,,,,,,,0.0,36.7,5,2023,8,3,37.7,8,1978,8,3,26.8,8,2023,11,3,1976,2023-11-26
232,33226,岩手県,岩手松尾（イワテマツオ）,,2023,11,26,7,0,0.8,4,1.0,18.0,4.0,,,,,,,0.0,35.7,5,2023,8,5,35.7,8,2023,8,5,23.0,8,2023,11,3,1976,2023-11-26
233,33296,岩手県,好摩（コウマ）,,2023,11,26,7,0,2.7,4,5.0,46.0,4.0,,,,,,,0.0,34.9,5,2023,7,25,36.0,8,1999,7,27,22.8,8,2023,11,3,1976,2023-11-26
234,33326,岩手県,岩泉（イワイズミ）,,2023,11,26,7,0,1.0,4,4.0,15.0,4.0,,,,,,,0.0,37.3,5,2023,8,24,38.5,8,1994,8,12,25.8,8,2023,11,3,1976,2023-11-26
235,33336,岩手県,小本（オモト）,,2023,11,26,7,0,1.7,4,7.0,0.0,4.0,,,,,,,0.0,36.9,5,2023,7,31,36.9,8,2023,7,31,26.8,8,2023,11,3,1977,2023-11-26
236,33371,岩手県,薮川（ヤブカワ）,,2023,11,26,7,0,-2.4,4,7.0,0.0,4.0,,,,,,,0.0,30.3,5,2023,8,8,31.8,8,2018,8,23,20.5,8,2020,11,19,1976,2023-11-26
237,33421,岩手県,雫石（シズクイシ）,,2023,11,26,7,0,2.7,4,7.0,0.0,4.0,,,,,,,0.0,34.8,5,2023,8,31,35.8,4,1978,8,2,23.2,8,2023,11,3,1976,2023-11-26
238,33431,岩手県,盛岡（モリオカ）,47584.0,2023,11,26,7,0,2.7,4,6.0,9.0,4.0,,,,,,,0.0,36.4,5,2023,8,5,37.2,8,1924,7,12,22.6,8,2023,11,3,1923,2023-11-26
239,33441,岩手県,区界（クザカイ）,,2023,11,26,7,0,-2.0,4,7.0,0.0,4.0,,,,,,,0.0,29.7,5,2023,8,25,31.6,8,2018,8,23,19.9,8,2020,11,19,1993,2023-11-26
240,33472,岩手県,宮古（ミヤコ）,47585.0,2023,11,26,7,0,3.6,4,5.0,25.0,4.0,,,,,,,0.0,36.2,5,2023,8,3,37.3,8,1933,7,23,26.9,8,1940,11,7,1883,2023-11-26
241,33486,岩手県,沢内（サワウチ）,,2023,11,26,7,0,0.5,4,7.0,0.0,4.0,,,,,,,0.0,32.0,5,2023,8,31,34.1,8,2018,8,23,22.3,8,2023,11,3,2017,2023-11-26
242,33501,岩手県,紫波（シワ）,,2023,11,26,7,0,0.9,4,7.0,0.0,4.0,,,,,,,0.0,35.1,5,2023,8,3,36.3,8,2007,8,14,21.8,8,2023,11,3,1976,2023-11-26
243,33526,岩手県,川井（カワイ）,,2023,11,26,7,0,3.5,4,6.0,51.0,4.0,,,,,,,0.0,37.4,5,2023,7,30,37.5,8,2007,8,13,25.2,8,2023,11,3,1977,2023-11-26
244,33576,岩手県,花巻（ハナマキ）,,2023,11,26,7,0,2.4,4,6.0,2.0,4.0,,,,,,,0.0,36.0,5,2023,8,5,36.6,8,2015,7,22,22.5,8,2023,11,3,2003,2023-11-26
245,33581,岩手県,大迫（オオハサマ）,,2023,11,26,7,0,1.5,4,3.0,58.0,4.0,,,,,,,0.0,36.2,5,2023,8,5,36.4,8,2018,8,23,23.7,8,2023,11,3,1976,2023-11-26
246,33616,岩手県,山田（ヤマダ）,,2023,11,26,7,0,3.9,4,2.0,34.0,4.0,,,,,,,0.0,35.4,5,2023,7,31,37.5,8,2015,7,14,25.5,8,2023,11,3,1976,2023-11-26
247,33631,岩手県,湯田（ユダ）,,2023,11,26,7,0,0.8,4,4.0,47.0,4.0,,,,,,,0.0,34.4,5,2023,8,5,34.9,8,2018,8,23,23.4,8,2023,11,3,1976,2023-11-26
248,33671,岩手県,遠野（トオノ）,,2023,11,26,7,0,1.6,4,6.0,53.0,4.0,,,,,,,0.0,35.1,5,2023,8,5,36.5,8,2007,8,14,24.2,8,1977,11,1,1976,2023-11-26
249,33716,岩手県,北上（キタカミ）,,2023,11,26,7,0,3.1,4,6.0,13.0,4.0,,,,,,,0.0,35.7,5,2023,7,29,37.0,8,2019,8,8,22.4,8,2023,11,3,1976,2023-11-26
250,33751,岩手県,釜石（カマイシ）,,2023,11,26,7,0,5.0,4,3.0,24.0,4.0,,,,,,,0.0,37.7,5,2023,7,26,38.8,8,1994,8,14,26.6,8,2023,11,3,1976,2023-11-26
251,33776,岩手県,若柳（ワカヤナギ）,,2023,11,26,7,0,0.9,4,6.0,53.0,4.0,,,,,,,0.0,35.5,5,2023,7,29,36.9,8,2015,8,5,22.7,8,1979,11,2,1976,2023-11-26
252,33781,岩手県,江刺（エサシ）,,2023,11,26,7,0,1.3,4,1.0,11.0,4.0,,,,,,,0.0,36.4,5,2023,8,3,37.3,8,2021,7,19,23.9,8,1977,11,1,1976,2023-11-26
253,33801,岩手県,住田（スミタ）,,2023,11,26,7,0,1.3,4,5.0,50.0,4.0,,,,,,,0.0,36.3,5,2023,7,29,36.7,8,2020,8,11,23.3,8,1977,11,1,1977,2023-11-26
254,33877,岩手県,大船渡（オオフナト）,47512.0,2023,11,26,7,0,3.4,4,6.0,9.0,4.0,,,,,,,0.0,37.0,5,2023,7,30,37.0,8,2023,7,30,24.6,8,2023,11,3,1963,2023-11-26
255,33911,岩手県,一関（イチノセキ）,,2023,11,26,7,0,2.1,4,5.0,37.0,4.0,,,,,,,0.0,37.1,5,2023,8,5,38.2,8,1994,8,9,23.2,8,2023,11,3,1976,2023-11-26
256,33921,岩手県,千厩（センマヤ）,,2023,11,26,7,0,0.5,4,7.0,0.0,4.0,,,,,,,0.0,36.3,5,2023,8,5,36.4,8,2019,8,6,23.8,8,1977,11,1,1976,2023-11-26
257,34012,宮城県,駒ノ湯（コマノユ）,,2023,11,26,7,0,0.6,4,5.0,20.0,4.0,,,,,,,0.0,32.1,5,2023,7,30,33.3,8,1994,8,14,20.4,8,2023,11,3,1976,2023-11-26
258,34026,宮城県,気仙沼（ケセンヌマ）,,2023,11,26,7,0,1.9,4,0.0,5.0,4.0,,,,,,,0.0,36.2,5,2023,7,30,36.7,8,2015,7,14,24.3,8,2023,11,3,1976,2023-11-26
259,34096,宮城県,川渡（カワタビ）,,2023,11,26,7,0,4.1,4,4.0,16.0,4.0,,,,,,,0.0,35.8,5,2023,8,4,36.5,8,1994,8,14,22.8,8,2003,11,2,1976,2023-11-26
260,34111,宮城県,築館（ツキダテ）,,2023,11,26,7,0,4.3,4,2.0,2.0,4.0,,,,,,,0.0,36.6,5,2023,7,29,37.3,8,1994,8,14,23.9,8,2023,11,3,1976,2023-11-26
261,34171,宮城県,米山（ヨネヤマ）,,2023,11,26,7,0,4.6,4,1.0,32.0,4.0,,,,,,,0.0,37.1,5,2023,7,29,37.1,8,2023,7,29,24.1,8,2023,11,3,1976,2023-11-26
262,34186,宮城県,志津川（シヅガワ）,,2023,11,26,7,0,3.8,4,3.0,0.0,4.0,,,,,,,0.0,36.5,5,2023,8,5,38.0,8,1994,8,14,24.1,8,2023,11,3,1976,2023-11-26
263,34216,宮城県,古川（フルカワ）,,2023,11,26,7,0,4.3,4,6.0,56.0,4.0,,,,,,,0.0,35.5,5,2023,7,29,36.5,8,2021,8,4,24.0,8,2023,11,3,1976,2023-11-26
264,34266,宮城県,大衡（オオヒラ）,,2023,11,26,7,0,4.6,4,5.0,3.0,4.0,,,,,,,0.0,36.7,5,2023,7,30,37.1,8,1994,8,14,23.8,8,1977,11,1,1976,2023-11-26
265,34276,宮城県,鹿島台（カシマダイ）,,2023,11,26,7,0,5.1,4,7.0,0.0,4.0,,,,,,,0.0,36.4,5,2023,7,30,36.4,8,2023,7,30,23.7,8,2023,11,3,1976,2023-11-26
266,34292,宮城県,石巻（イシノマキ）,47592.0,2023,11,26,7,0,4.6,4,5.0,59.0,4.0,,,,,,,0.0,36.0,5,2023,8,28,36.8,8,2007,8,15,23.7,8,1979,11,2,1887,2023-11-26
267,34296,宮城県,女川（オナガワ）,,2023,11,26,7,0,4.5,4,5.0,2.0,4.0,,,,,,,0.0,36.9,5,2023,8,28,36.9,8,2023,8,28,23.0,8,2023,11,6,2011,2023-11-26
268,34311,宮城県,新川（ニッカワ）,,2023,11,26,7,0,3.8,4,5.0,18.0,4.0,,,,,,,0.0,35.4,5,2023,7,30,35.4,8,2023,7,30,22.7,8,1977,11,1,1976,2023-11-26
269,34331,宮城県,塩釜（シオガマ）,,2023,11,26,7,0,3.8,4,5.0,3.0,4.0,,,,,,,0.0,35.7,5,2023,8,4,35.8,8,2022,8,9,23.5,8,1979,11,2,1976,2023-11-26
270,34392,宮城県,仙台（センダイ）,47590.0,2023,11,26,7,0,5.7,4,3.0,54.0,4.0,,,,,,,0.0,36.8,5,2023,8,28,37.3,8,2018,8,1,24.4,8,1979,11,2,1926,2023-11-26
271,34436,宮城県,名取（ナトリ）,,2023,11,26,7,0,3.5,4,2.0,41.0,4.0,,,,,,,0.0,36.7,5,2023,8,28,37.3,8,2018,7,22,26.7,8,2009,11,1,2003,2023-11-26
272,34461,宮城県,白石（シロイシ）,,2023,11,26,7,0,3.0,4,0.0,37.0,4.0,,,,,,,0.0,36.9,5,2023,7,30,36.9,8,2023,7,30,25.8,8,2023,11,3,1976,2023-11-26
273,34462,宮城県,蔵王（ザオウ）,,2023,11,26,7,0,1.0,4,2.0,8.0,4.0,,,,,,,0.0,36.5,5,2023,7,30,37.0,8,2015,8,6,24.4,8,2023,11,3,2005,2023-11-26
274,34471,宮城県,亘理（ワタリ）,,2023,11,26,7,0,1.6,4,6.0,32.0,4.0,,,,,,,0.0,35.1,5,2023,8,28,36.1,8,1987,7,24,26.1,8,2009,11,1,1976,2023-11-26
275,34506,宮城県,丸森（マルモリ）,,2023,11,26,7,0,2.7,4,0.0,16.0,4.0,,,,,,,0.0,36.6,5,2023,7,31,37.6,8,2015,7,14,26.3,8,2009,11,1,1977,2023-11-26
276,35002,山形県,飛島（トビシマ）,,2023,11,26,7,0,6.0,4,5.0,18.0,4.0,,,,,,,0.0,36.0,5,2023,8,23,36.0,8,2023,8,23,23.1,8,2023,11,3,1978,2023-11-26
277,35052,山形県,酒田（サカタ）,47587.0,2023,11,26,7,0,6.5,4,7.0,0.0,4.0,,,,,,,0.0,38.8,5,2023,8,23,40.1,8,1978,8,3,25.8,8,2023,11,3,1937,2023-11-26
278,35071,山形県,差首鍋（サスナベ）,,2023,11,26,7,0,4.7,4,3.0,0.0,4.0,,,,,,,0.0,36.0,5,2023,8,24,36.1,8,1994,8,16,21.2,8,2023,11,6,1976,2023-11-26
279,35086,山形県,浜中（ハマナカ）,,2023,11,26,7,0,6.6,4,6.0,59.0,4.0,,,,,,,0.0,38.9,5,2023,8,23,38.9,8,2023,8,23,25.3,8,2023,11,3,2003,2023-11-26
280,35116,山形県,金山（カネヤマ）,,2023,11,26,7,0,3.4,4,4.0,16.0,4.0,,,,,,,0.0,36.6,5,2023,8,31,36.8,8,2018,8,23,22.8,8,2023,11,6,1976,2023-11-26
281,35141,山形県,鶴岡（ツルオカ）,,2023,11,26,7,0,6.2,4,6.0,32.0,4.0,,,,,,,0.0,38.7,5,2023,8,9,39.9,8,1978,8,3,26.3,8,2023,11,3,1976,2023-11-26
282,35146,山形県,狩川（カリカワ）,,2023,11,26,7,0,5.0,4,3.0,25.0,4.0,,,,,,,0.0,37.5,5,2023,8,23,37.6,8,1978,8,3,24.0,8,1977,11,1,1976,2023-11-26
283,35162,山形県,新庄（シンジョウ）,47520.0,2023,11,26,7,0,4.3,4,2.0,1.0,4.0,,,,,,,0.0,37.8,5,2023,8,24,37.8,8,2023,8,24,22.5,8,1979,11,2,1957,2023-11-26
284,35176,山形県,向町（ムカイマチ）,,2023,11,26,7,0,3.8,4,6.0,38.0,4.0,,,,,,,0.0,35.4,5,2023,8,5,36.0,8,2007,8,14,24.1,8,2023,11,3,1976,2023-11-26
285,35216,山形県,肘折（ヒジオリ）,,2023,11,26,7,0,2.7,4,6.0,10.0,4.0,,,,,,,0.0,33.0,5,2023,8,23,35.3,8,1994,8,13,21.9,8,1977,11,1,1976,2023-11-26
286,35231,山形県,尾花沢（オバナザワ）,,2023,11,26,7,0,3.9,4,4.0,21.0,4.0,,,,,,,0.0,35.9,5,2023,8,23,36.2,8,2014,7,26,23.7,8,1977,11,1,1976,2023-11-26
287,35246,山形県,鼠ケ関（ネズガセキ）,,2023,11,26,7,0,7.7,4,4.0,50.0,4.0,,,,,,,0.0,39.0,5,2023,8,10,40.4,8,2019,8,15,27.0,8,2023,11,6,1976,2023-11-26
288,35332,山形県,村山（ムラヤマ）,,2023,11,26,7,0,2.8,4,4.0,7.0,4.0,,,,,,,0.0,36.8,5,2023,8,24,36.9,8,2015,7,22,22.7,8,2023,11,6,2002,2023-11-26
289,35334,山形県,東根（ヒガシネ）,,2023,11,26,7,0,3.4,4,0.0,59.0,4.0,,,,,,,0.0,36.6,5,2023,8,24,37.0,8,2018,6,29,23.7,8,2014,11,2,2003,2023-11-26
290,35361,山形県,大井沢（オオイサワ）,,2023,11,26,7,0,2.4,4,6.0,15.0,4.0,,,,,,,0.0,34.1,5,2023,7,29,35.0,8,1994,8,13,24.0,8,2023,11,3,1978,2023-11-26
291,35376,山形県,左沢（アテラザワ）,,2023,11,26,7,0,2.3,4,0.0,1.0,4.0,,,,,,,0.0,36.5,5,2023,8,24,36.7,8,1985,8,8,25.7,8,1977,11,1,1976,2023-11-26
292,35426,山形県,山形（ヤマガタ）,47588.0,2023,11,26,7,0,3.9,4,5.0,20.0,4.0,,,,,,,0.0,38.2,5,2023,8,31,40.8,8,1933,7,25,26.9,8,1914,11,4,1889,2023-11-26
293,35456,山形県,長井（ナガイ）,,2023,11,26,7,0,4.4,4,0.0,47.0,4.0,,,,,,,0.0,35.8,5,2023,8,25,36.9,8,1978,8,2,25.7,8,2023,11,3,1976,2023-11-26
294,35486,山形県,小国（オグニ）,,2023,11,26,7,0,4.0,4,2.0,43.0,4.0,,,,,,,0.0,37.3,5,2023,8,24,38.0,8,1994,8,16,25.2,8,1977,11,1,1976,2023-11-26
295,35511,山形県,高畠（タカハタ）,,2023,11,26,7,0,3.9,4,1.0,13.0,4.0,,,,,,,0.0,36.6,5,2023,8,5,38.1,8,2018,8,22,24.9,8,2023,11,3,1976,2023-11-26
296,35541,山形県,高峰（タカミネ）,,2023,11,26,7,0,3.2,4,1.0,35.0,4.0,,,,,,,0.0,35.7,5,2023,8,9,37.9,8,2018,8,23,24.6,8,1977,11,1,1976,2023-11-26
297,35552,山形県,米沢（ヨネザワ）,,2023,11,26,7,0,3.2,4,6.0,26.0,4.0,,,,,,,0.0,37.1,5,2023,8,24,37.7,8,2018,8,23,24.6,8,2009,11,1,1976,2023-11-26
298,36056,福島県,茂庭（モニワ）,,2023,11,26,7,0,4.3,4,3.0,39.0,4.0,,,,,,,0.0,35.7,5,2023,8,5,36.3,8,1994,8,8,24.8,8,2009,11,1,1992,2023-11-26
299,36066,福島県,梁川（ヤナガワ）,,2023,11,26,7,0,5.7,4,0.0,15.0,4.0,,,,,,,0.0,40.0,5,2023,8,5,40.0,8,2023,8,5,26.0,8,2009,11,1,1976,2023-11-26
300,36106,福島県,桧原（ヒバラ）,,2023,11,26,7,0,-1.0,4,0.0,46.0,4.0,,,,,,,0.0,31.9,5,2023,8,31,32.0,8,1985,8,15,20.6,8,2023,11,3,1978,2023-11-26
301,36127,福島県,福島（フクシマ）,47595.0,2023,11,26,7,0,3.2,4,0.0,3.0,4.0,,,,,,,0.0,39.1,5,2023,8,5,39.1,8,2023,8,5,26.1,8,2023,11,3,1889,2023-11-26
302,36151,福島県,相馬（ソウマ）,,2023,11,26,7,0,6.3,4,0.0,19.0,4.0,,,,,,,0.0,36.5,5,2023,8,28,37.6,8,2018,8,23,26.5,8,2023,11,3,1976,2023-11-26
303,36176,福島県,喜多方（キタカタ）,,2023,11,26,7,0,3.0,4,0.0,2.0,4.0,,,,,,,0.0,37.2,5,2023,8,5,38.0,8,1994,8,16,25.2,8,2023,11,6,1976,2023-11-26
304,36196,福島県,鷲倉（ワシクラ）,,2023,11,26,7,0,-4.4,4,3.0,5.0,4.0,,,,,,,0.0,29.3,5,2023,8,31,29.4,4,2021,8,6,18.2,8,1977,11,1,1976,2023-11-26
305,36221,福島県,飯舘（イイタテ）,,2023,11,26,7,0,0.8,4,0.0,22.0,4.0,,,,,,,0.0,34.0,5,2023,7,30,36.0,8,2014,8,5,24.1,8,2023,11,3,1976,2023-11-26
306,36251,福島県,西会津（ニシアイヅ）,,2023,11,26,7,0,2.5,4,0.0,59.0,4.0,,,,,,,0.0,36.4,5,2023,8,17,36.9,8,1994,8,14,24.7,8,2023,11,6,1976,2023-11-26
307,36276,福島県,猪苗代（イナワシロ）,,2023,11,26,7,0,0.9,4,0.0,16.0,4.0,,,,,,,0.0,33.0,5,2023,7,28,34.2,8,1994,8,15,22.6,8,2023,11,3,1976,2023-11-26
308,36291,福島県,二本松（ニホンマツ）,,2023,11,26,7,0,2.5,4,0.0,2.0,4.0,,,,,,,0.0,37.5,5,2023,7,28,38.0,8,2020,8,11,26.0,8,2023,11,3,1976,2023-11-26
309,36342,福島県,金山（カネヤマ）,,2023,11,26,7,0,1.2,4,1.0,43.0,4.0,,,,,,,0.0,35.0,5,2023,8,17,35.5,8,2012,8,2,22.2,8,2009,11,1,2007,2023-11-26
310,36361,福島県,若松（ワカマツ）,47570.0,2023,11,26,7,0,3.7,4,0.0,13.0,4.0,,,,,,,0.0,38.3,5,2023,8,7,38.5,8,2018,8,23,25.7,8,2023,11,6,1953,2023-11-26
311,36391,福島県,船引（フネヒキ）,,2023,11,26,7,0,2.3,4,0.0,4.0,4.0,,,,,,,0.0,35.0,5,2023,7,29,35.7,8,2020,8,11,23.7,8,2023,11,3,1976,2023-11-26
312,36411,福島県,浪江（ナミエ）,,2023,11,26,7,0,3.0,4,2.0,50.0,4.0,,,,,,,0.0,36.0,5,2023,7,16,37.9,8,2010,8,24,26.2,8,2023,11,3,1976,2023-11-26
313,36426,福島県,只見（タダミ）,,2023,11,26,7,0,1.0,4,1.0,20.0,4.0,,,,,,,0.0,36.5,5,2023,8,31,36.5,8,2023,8,31,24.5,8,2023,11,3,1976,2023-11-26
314,36476,福島県,郡山（コオリヤマ）,,2023,11,26,7,0,3.9,4,0.0,8.0,4.0,,,,,,,0.0,36.6,5,2023,8,5,36.6,8,2023,8,5,25.3,8,2023,11,3,1976,2023-11-26
315,36501,福島県,川内（カワウチ）,,2023,11,26,7,0,3.0,4,0.0,40.0,4.0,,,,,,,0.0,35.4,5,2023,7,30,36.5,8,2020,8,11,24.1,8,1977,11,1,1976,2023-11-26
316,36536,福島県,南郷（ナンゴウ）,,2023,11,26,7,0,0.2,4,0.0,3.0,4.0,,,,,,,0.0,35.2,5,2023,8,17,36.6,8,1994,8,16,24.1,8,2023,11,3,1976,2023-11-26
317,36562,福島県,湯本（ユモト）,,2023,11,26,7,0,0.4,4,2.0,53.0,4.0,,,,,,,0.0,32.2,5,2023,7,29,34.4,8,1994,8,8,22.9,8,2023,11,3,1988,2023-11-26
318,36581,福島県,玉川（タマカワ）,,2023,11,26,7,0,2.5,4,0.0,21.0,4.0,,,,,,,0.0,34.9,5,2023,7,30,35.5,8,2014,8,6,23.4,8,2023,11,3,2003,2023-11-26
319,36591,福島県,小野新町（オノニイマチ）,,2023,11,26,7,0,2.7,4,0.0,7.0,4.0,,,,,,,0.0,35.8,5,2023,8,5,36.0,8,2020,8,11,24.5,8,2023,11,3,1976,2023-11-26
320,36611,福島県,広野（ヒロノ）,,2023,11,26,7,0,5.3,4,6.0,31.0,4.0,,,,,,,0.0,37.3,5,2023,7,16,37.3,8,2023,7,16,25.6,8,2023,11,3,1976,2023-11-26
321,36641,福島県,田島（タジマ）,,2023,11,26,7,0,0.0,4,0.0,2.0,4.0,,,,,,,0.0,33.2,5,2023,7,29,35.0,8,2018,7,20,24.0,8,1977,11,1,1976,2023-11-26
322,36667,福島県,白河（シラカワ）,47597.0,2023,11,26,7,0,0.2,4,0.0,4.0,4.0,,,,,,,0.0,34.9,5,2023,7,31,36.0,8,2012,7,17,23.3,8,2023,11,3,1940,2023-11-26
323,36676,福島県,石川（イシカワ）,,2023,11,26,7,0,1.2,4,6.0,58.0,4.0,,,,,,,0.0,37.7,5,2023,8,5,37.7,8,2023,8,5,24.6,8,2023,11,3,1976,2023-11-26
324,36716,福島県,桧枝岐（ヒノエマタ）,,2023,11,26,7,0,-3.2,4,0.0,11.0,4.0,,,,,,,0.0,32.0,5,2023,8,31,32.5,8,2015,7,14,22.1,8,2023,11,3,1978,2023-11-26
325,36821,福島県,東白川（ヒガシシラカワ）,,2023,11,26,7,0,0.9,4,7.0,0.0,4.0,,,,,,,0.0,36.7,5,2023,7,30,37.0,8,2022,7,2,24.8,8,2023,11,3,1976,2023-11-26
326,36836,福島県,山田（ヤマダ）,,2023,11,26,7,0,6.8,4,7.0,0.0,4.0,,,,,,,0.0,35.5,5,2023,7,18,36.5,8,2010,9,7,25.5,8,2023,11,3,2009,2023-11-26
327,36846,福島県,小名浜（オナハマ）,47598.0,2023,11,26,7,0,5.4,4,7.0,0.0,4.0,,,,,,,0.0,32.6,5,2023,7,12,37.7,8,1994,8,3,25.0,8,1946,11,1,1910,2023-11-26
328,40046,茨城県,北茨城（キタイバラキ）,,2023,11,26,7,0,6.4,4,6.0,57.0,4.0,,,,,,,0.0,34.1,5,2023,8,28,35.7,8,1996,8,15,24.5,8,2023,11,4,1978,2023-11-26
329,40061,茨城県,大子（ダイゴ）,,2023,11,26,7,0,1.4,4,7.0,0.0,4.0,,,,,,,0.0,38.1,5,2023,7,30,39.0,8,2019,8,9,24.8,8,2023,11,3,1978,2023-11-26
330,40091,茨城県,常陸大宮（ヒタチオオミヤ）,,2023,11,26,7,0,4.0,4,6.0,59.0,4.0,,,,,,,0.0,37.0,5,2023,8,4,37.2,8,1997,7,5,25.1,8,2023,11,3,1978,2023-11-26
331,40136,茨城県,日立（ヒタチ）,,2023,11,26,7,0,7.2,4,7.0,0.0,4.0,,,,,,,0.0,36.3,5,2023,7,16,37.4,8,1997,7,5,24.9,8,2003,11,21,1978,2023-11-26
332,40191,茨城県,笠間（カサマ）,,2023,11,26,7,0,5.5,4,0.0,14.0,4.0,,,,,,,0.0,37.9,5,2023,7,30,38.2,8,2007,8,15,25.2,8,2023,11,6,1978,2023-11-26
333,40201,茨城県,水戸（ミト）,47629.0,2023,11,26,7,0,6.0,4,2.0,9.0,4.0,,,,,,,0.0,37.5,5,2023,7,12,38.4,8,1997,7,5,26.2,8,1977,11,1,1897,2023-11-26
334,40221,茨城県,古河（コガ）,,2023,11,26,7,0,6.0,4,1.0,52.0,4.0,,,,,,,0.0,38.8,5,2023,7,16,39.6,8,2020,8,11,25.7,8,2023,11,6,1978,2023-11-26
335,40231,茨城県,下館（シモダテ）,,2023,11,26,7,0,7.0,4,0.0,5.0,4.0,,,,,,,0.0,37.3,5,2023,7,31,38.5,8,2022,7,1,25.1,8,2023,11,6,2001,2023-11-26
336,40281,茨城県,下妻（シモツマ）,,2023,11,26,7,0,6.7,4,0.0,7.0,4.0,,,,,,,0.0,36.0,5,2023,7,26,37.7,8,2007,8,15,25.5,8,2009,11,1,1978,2023-11-26
337,40311,茨城県,鉾田（ホコタ）,,2023,11,26,7,0,6.1,4,5.0,43.0,4.0,,,,,,,0.0,37.8,5,2023,8,4,37.8,8,2023,8,4,25.7,8,2023,11,4,1978,2023-11-26
338,40336,茨城県,つくば（ツクバ）(館野（タテノ）),47646.0,2023,11,26,7,0,7.1,4,0.0,12.0,4.0,,,,,,,0.0,37.1,5,2023,8,4,37.8,8,1996,8,15,25.8,8,1977,11,1,1921,2023-11-26
339,40341,茨城県,土浦（ツチウラ）,,2023,11,26,7,0,7.0,4,0.0,59.0,4.0,,,,,,,0.0,38.1,5,2023,7,30,38.5,8,2007,8,16,25.7,8,2023,11,4,1978,2023-11-26
340,40406,茨城県,鹿嶋（カシマ）,,2023,11,26,7,0,7.5,4,6.0,54.0,4.0,,,,,,,0.0,36.6,5,2023,8,4,37.2,8,2022,8,2,27.5,8,2023,11,7,1978,2023-11-26
341,40426,茨城県,龍ケ崎（リュウガサキ）,,2023,11,26,7,0,7.0,4,6.0,55.0,4.0,,,,,,,0.0,37.4,5,2023,8,4,38.5,8,2007,8,16,27.7,8,2023,11,7,1978,2023-11-26
342,41011,栃木県,那須高原（ナスコウゲン）,,2023,11,26,7,0,-1.7,4,0.0,13.0,4.0,,,,,,,0.0,33.2,5,2023,7,16,33.2,8,2023,7,16,21.0,8,2023,11,3,1977,2023-11-26
343,41076,栃木県,五十里（イカリ）,,2023,11,26,7,0,-0.9,4,5.0,59.0,4.0,,,,,,,0.0,35.1,5,2023,7,30,35.1,8,2023,7,30,21.4,8,1979,11,2,1977,2023-11-26
344,41091,栃木県,黒磯（クロイソ）,,2023,11,26,7,0,2.1,4,3.0,32.0,4.0,,,,,,,0.0,35.4,5,2023,7,16,35.4,8,2023,7,16,23.1,8,2023,11,3,1977,2023-11-26
345,41116,栃木県,土呂部（ドロブ）,,2023,11,26,7,0,-4.0,4,0.0,1.0,4.0,,,,,,,0.0,32.2,5,2023,7,30,33.3,8,2018,8,5,23.0,8,2009,11,1,1977,2023-11-26
346,41141,栃木県,大田原（オオタワラ）,,2023,11,26,7,0,0.0,4,0.0,32.0,4.0,,,,,,,0.0,37.8,5,2023,7,26,37.8,8,2023,7,26,24.0,8,2023,11,3,1976,2023-11-26
347,41166,栃木県,奥日光（オクニッコウ）(日光（ニツコウ）),47690.0,2023,11,26,7,0,0.8,4,6.0,46.0,4.0,,,,,,,0.0,28.8,5,2023,7,16,30.8,8,2018,8,5,19.1,8,1977,11,1,1944,2023-11-26
348,41172,栃木県,日光東町（ニッコウヒガシマチ）,,2023,11,26,7,0,-0.2,4,0.0,14.0,4.0,,,,,,,0.0,33.7,5,2023,7,16,33.7,8,2023,7,16,21.8,8,2023,11,6,2022,2023-11-26
349,41181,栃木県,塩谷（シオヤ）,,2023,11,26,7,0,-1.1,4,3.0,29.0,4.0,,,,,,,0.0,35.4,5,2023,7,16,36.6,8,2007,8,15,23.8,8,2003,11,2,1978,2023-11-26
